CodeStation;Jour;TMAX;TMIN;WIND;IRRAD;LAT;LON;ELEV;RAIN;VAP
MITUNG;15/11/2001;24.4;16.6;0.7;12900000.0;-0.08;37.75;1189;0.0;19.97395648502476
MITUNG;16/11/2001;23.9;15.7;0.6;12800000.0;-0.08;37.75;1189;4.591247;19.15102427802461
MITUNG;17/11/2001;25.4;15.9;0.9;18400000.0;-0.08;37.75;1189;3.806356;20.145994421885465
MITUNG;18/11/2001;26.9;14.8;1.2;20600000.0;-0.08;37.75;1189;0.0;19.680757358997727
MITUNG;19/11/2001;27.3;16.3;1.0;19600000.0;-0.08;37.75;1189;0.0;18.862918919336124
MITUNG;20/11/2001;27.9;17.0;1.0;22700000.0;-0.08;37.75;1189;0.0;17.207398047661112
MITUNG;21/11/2001;26.8;15.9;1.3;17900000.0;-0.08;37.75;1189;0.0;18.32014587733669
MITUNG;22/11/2001;24.8;15.2;0.5;17900000.0;-0.08;37.75;1189;0.0;18.99215775659666
MITUNG;23/11/2001;27.2;13.5;0.7;20900000.0;-0.08;37.75;1189;0.0;19.06179549652399
MITUNG;24/11/2001;28.1;13.0;0.9;22100000.0;-0.08;37.75;1189;0.0;16.596717465817676
MITUNG;25/11/2001;25.1;14.7;0.9;16700000.0;-0.08;37.75;1189;0.0;18.41001344500347
MITUNG;26/11/2001;25.9;17.1;0.7;20100000.0;-0.08;37.75;1189;0.0;17.058108078420954
MITUNG;27/11/2001;26.5;17.1;1.1;19400000.0;-0.08;37.75;1189;0.0;18.31427446323355
MITUNG;28/11/2001;26.3;16.9;1.1;19600000.0;-0.08;37.75;1189;0.0;19.40811105840836
MITUNG;29/11/2001;26.5;16.0;0.8;20100000.0;-0.08;37.75;1189;0.0;19.73913366313317
MITUNG;30/11/2001;26.4;15.2;0.8;19900000.0;-0.08;37.75;1189;0.0;20.690462296704094
